code.after,code.before,Relationship,adjustment
20732,20710,n:1,1996 to 1992
20733,20723,1:1,1996 to 1992
20734,20731,1:1,1996 to 1992
20735,20739,n:1,1996 to 1992
20736,20743,n:n,1996 to 1992
20736,20750,n:n,1996 to 1992
20810,20810,1:1,1996 to 1992
20820,20820,1:1,1996 to 1992
20890,20890,1:1,1996 to 1992
20900,20900,1:1,1996 to 1992
21011,21011,1:1,1996 to 1992
21012,21012,1:1,1996 to 1992
21019,21019,1:1,1996 to 1992
21020,21020,1:1,1996 to 1992
21090,21090,1:1,1996 to 1992
30110,30110,1:1,1996 to 1992
30191,30191,n:n,1996 to 1992
30191,30199,n:n,1996 to 1992
30192,30192,1:1,1996 to 1992
30193,30193,1:1,1996 to 1992
30199,30199,n:1,1996 to 1992
30211,30211,n:n,1996 to 1992
30211,30219,n:n,1996 to 1992
30212,30212,1:1,1996 to 1992
30219,30219,n:1,1996 to 1992
30221,30221,1:1,1996 to 1992
30222,30222,1:1,1996 to 1992
30223,30223,1:1,1996 to 1992
30229,30229,1:1,1996 to 1992
30231,30231,1:1,1996 to 1992
30232,30232,1:1,1996 to 1992
30233,30233,1:1,1996 to 1992
30239,30239,1:1,1996 to 1992
30240,30240,1:1,1996 to 1992
30250,30250,1:1,1996 to 1992
30261,30261,1:1,1996 to 1992
30262,30262,1:1,1996 to 1992
30263,30263,1:1,1996 to 1992
30264,30264,1:1,1996 to 1992
30265,30265,1:1,1996 to 1992
30266,30266,1:1,1996 to 1992
30269,30269,1:1,1996 to 1992
30270,30270,1:1,1996 to 1992
30310,30310,1:1,1996 to 1992
30321,30321,n:n,1996 to 1992
30321,30329,n:n,1996 to 1992
30322,30322,1:1,1996 to 1992
30329,30329,n:1,1996 to 1992
30331,30331,1:1,1996 to 1992
30332,30332,1:1,1996 to 1992
30333,30333,1:1,1996 to 1992
30339,30339,1:1,1996 to 1992
30341,30341,1:1,1996 to 1992
30342,30342,1:1,1996 to 1992
30343,30343,1:1,1996 to 1992
30349,30349,1:1,1996 to 1992
30350,30350,1:1,1996 to 1992
30360,30360,1:1,1996 to 1992
30371,30371,1:1,1996 to 1992
30372,30372,1:1,1996 to 1992
30373,30373,1:1,1996 to 1992
30374,30374,1:1,1996 to 1992
30375,30375,1:1,1996 to 1992
30376,30376,1:1,1996 to 1992
30377,30377,1:1,1996 to 1992
30378,30378,1:1,1996 to 1992
30379,30379,1:1,1996 to 1992
30380,30380,1:1,1996 to 1992
30410,30410,1:1,1996 to 1992
30420,30420,1:1,1996 to 1992
30490,30490,1:1,1996 to 1992
30510,30510,1:1,1996 to 1992
30520,30520,1:1,1996 to 1992
30530,30530,1:1,1996 to 1992
30541,30541,1:1,1996 to 1992
30542,30542,1:1,1996 to 1992
30549,30549,1:1,1996 to 1992
30551,30551,1:1,1996 to 1992
30559,30559,1:1,1996 to 1992
30561,30561,1:1,1996 to 1992
30562,30562,1:1,1996 to 1992
30563,30563,1:1,1996 to 1992
30569,30569,1:1,1996 to 1992
30611,30611,1:1,1996 to 1992
30612,30612,1:1,1996 to 1992
30613,30613,1:1,1996 to 1992
30614,30614,1:1,1996 to 1992
30619,30619,1:1,1996 to 1992
30621,30621,1:1,1996 to 1992
30622,30622,1:1,1996 to 1992
30623,30623,1:1,1996 to 1992
30624,30624,1:1,1996 to 1992
30629,30629,1:1,1996 to 1992
30710,30710,1:1,1996 to 1992
30721,30721,1:1,1996 to 1992
30729,30729,1:1,1996 to 1992
30731,30731,1:1,1996 to 1992
30739,30739,1:1,1996 to 1992
30741,30741,1:1,1996 to 1992
30749,30749,1:1,1996 to 1992
30751,30751,1:1,1996 to 1992
30759,30759,1:1,1996 to 1992
30760,30760,1:1,1996 to 1992
30791,30791,1:1,1996 to 1992
30799,30799,1:1,1996 to 1992
40110,40110,1:1,1996 to 1992
40120,40120,1:1,1996 to 1992
40130,40130,1:1,1996 to 1992
40210,40210,1:1,1996 to 1992
40221,40221,1:1,1996 to 1992
40229,40229,1:1,1996 to 1992
40291,40291,1:1,1996 to 1992
40299,40299,1:1,1996 to 1992
40310,40310,1:1,1996 to 1992
40390,40390,1:1,1996 to 1992
40410,40410,1:1,1996 to 1992
40490,40490,1:1,1996 to 1992
40510,40500,n:1,1996 to 1992
40520,40500,n:n,1996 to 1992
40520,210690,n:n,1996 to 1992
40590,40500,n:1,1996 to 1992
40610,40610,1:1,1996 to 1992
40620,40620,1:1,1996 to 1992
40630,40630,1:1,1996 to 1992
40640,40640,1:1,1996 to 1992
40690,40690,1:1,1996 to 1992
40700,40700,1:1,1996 to 1992
40811,40811,1:1,1996 to 1992
40819,40819,1:1,1996 to 1992
40891,40891,1:1,1996 to 1992
40899,40899,1:1,1996 to 1992
40900,40900,1:1,1996 to 1992
41000,41000,1:1,1996 to 1992
50100,50100,1:1,1996 to 1992
50210,50210,1:1,1996 to 1992
50290,50290,1:1,1996 to 1992
50300,50300,1:1,1996 to 1992
50400,50400,1:1,1996 to 1992
50510,50510,1:1,1996 to 1992
50590,50590,1:1,1996 to 1992
50610,50610,1:1,1996 to 1992
50690,50690,1:1,1996 to 1992
50710,50710,1:1,1996 to 1992
50790,50790,1:1,1996 to 1992
50800,50800,1:1,1996 to 1992
50900,50900,1:1,1996 to 1992
51000,51000,1:1,1996 to 1992
51110,51110,1:1,1996 to 1992
51191,51191,1:1,1996 to 1992
51199,51199,1:1,1996 to 1992
60110,60110,1:1,1996 to 1992
60120,60120,1:1,1996 to 1992
60210,60210,1:1,1996 to 1992
60220,60220,1:1,1996 to 1992
60230,60230,1:1,1996 to 1992
60240,60240,1:1,1996 to 1992
60290,60291,1:n,1996 to 1992
60290,60299,1:n,1996 to 1992
60310,60310,1:1,1996 to 1992
60390,60390,1:1,1996 to 1992
60410,60410,1:1,1996 to 1992
60491,60491,1:1,1996 to 1992
60499,60499,1:1,1996 to 1992
70110,70110,1:1,1996 to 1992
70190,70190,1:1,1996 to 1992
70200,70200,1:1,1996 to 1992
70310,70310,1:1,1996 to 1992
70320,70320,1:1,1996 to 1992
70390,70390,1:1,1996 to 1992
70410,70410,1:1,1996 to 1992
70420,70420,1:1,1996 to 1992
70490,70490,1:1,1996 to 1992
70511,70511,1:1,1996 to 1992
70519,70519,1:1,1996 to 1992
70521,70521,1:1,1996 to 1992
70529,70529,1:1,1996 to 1992
70610,70610,1:1,1996 to 1992
70690,70690,1:1,1996 to 1992
70700,70700,1:1,1996 to 1992
70810,70810,1:1,1996 to 1992
70820,70820,1:1,1996 to 1992
70890,70890,1:1,1996 to 1992
70910,70910,1:1,1996 to 1992
70920,70920,1:1,1996 to 1992
70930,70930,1:1,1996 to 1992
70940,70940,1:1,1996 to 1992
70951,70951,1:1,1996 to 1992
70952,70952,1:1,1996 to 1992
70960,70960,1:1,1996 to 1992
70970,70970,1:1,1996 to 1992
70990,70990,1:1,1996 to 1992
71010,71010,1:1,1996 to 1992
71021,71021,1:1,1996 to 1992
71022,71022,1:1,1996 to 1992
71029,71029,1:1,1996 to 1992
71030,71030,1:1,1996 to 1992
71040,71040,1:1,1996 to 1992
71080,71080,1:1,1996 to 1992
71090,71090,1:1,1996 to 1992
71110,71110,1:1,1996 to 1992
71120,71120,1:1,1996 to 1992
71130,71130,1:1,1996 to 1992
71140,71140,1:1,1996 to 1992
71190,71190,1:1,1996 to 1992
71220,71220,1:1,1996 to 1992
71230,71230,1:1,1996 to 1992
71290,71210,1:n,1996 to 1992
71290,71290,1:n,1996 to 1992
71310,71310,1:1,1996 to 1992
71320,71320,1:1,1996 to 1992
71331,71331,1:1,1996 to 1992
71332,71332,1:1,1996 to 1992
71333,71333,1:1,1996 to 1992
71339,71339,1:1,1996 to 1992
71340,71340,1:1,1996 to 1992
71350,71350,1:1,1996 to 1992
71390,71390,1:1,1996 to 1992
71410,71410,n:n,1996 to 1992
71410,200899,n:n,1996 to 1992
71420,71420,n:n,1996 to 1992
71420,200899,n:n,1996 to 1992
71490,71490,n:n,1996 to 1992
71490,200899,n:n,1996 to 1992
80111,80110,n:1,1996 to 1992
80119,80110,n:1,1996 to 1992
80121,80120,n:1,1996 to 1992
80122,80120,n:1,1996 to 1992
80131,80130,n:1,1996 to 1992
80132,80130,n:1,1996 to 1992
80211,80211,1:1,1996 to 1992
80212,80212,1:1,1996 to 1992
80221,80221,1:1,1996 to 1992
80222,80222,1:1,1996 to 1992
80231,80231,1:1,1996 to 1992
80232,80232,1:1,1996 to 1992
80240,80240,1:1,1996 to 1992
80250,80250,1:1,1996 to 1992
80290,80290,1:1,1996 to 1992
80300,80300,1:1,1996 to 1992
80410,80410,1:1,1996 to 1992
80420,80420,1:1,1996 to 1992
80430,80430,1:1,1996 to 1992
80440,80440,1:1,1996 to 1992
80450,80450,1:1,1996 to 1992
80510,80510,1:1,1996 to 1992
80520,80520,1:1,1996 to 1992
80530,80530,1:1,1996 to 1992
80540,80540,1:1,1996 to 1992
80590,80590,1:1,1996 to 1992
80610,80610,1:1,1996 to 1992
80620,80620,1:1,1996 to 1992
80711,80710,n:1,1996 to 1992
80719,80710,n:1,1996 to 1992
80720,80720,1:1,1996 to 1992
80810,80810,1:1,1996 to 1992
80820,80820,1:1,1996 to 1992
80910,80910,1:1,1996 to 1992
80920,80920,1:1,1996 to 1992
80930,80930,1:1,1996 to 1992
80940,80940,1:1,1996 to 1992
81010,81010,1:1,1996 to 1992
81020,81020,1:1,1996 to 1992
81030,81030,1:1,1996 to 1992
81040,81040,1:1,1996 to 1992
81050,81090,n:1,1996 to 1992
81090,81090,n:1,1996 to 1992
81110,81110,1:1,1996 to 1992
81120,81120,1:1,1996 to 1992
81190,81190,1:1,1996 to 1992
81210,81210,1:1,1996 to 1992
81220,81220,1:1,1996 to 1992
81290,81290,1:1,1996 to 1992
81310,81310,1:1,1996 to 1992
81320,81320,1:1,1996 to 1992
81330,81330,1:1,1996 to 1992
81340,81340,1:1,1996 to 1992
81350,81350,1:1,1996 to 1992
81400,81400,1:1,1996 to 1992
90111,90111,1:1,1996 to 1992
90112,90112,1:1,1996 to 1992
90121,90121,1:1,1996 to 1992
90122,90122,1:1,1996 to 1992
90190,90130,1:n,1996 to 1992
90190,90140,1:n,1996 to 1992
90210,90210,1:1,1996 to 1992
90220,90220,1:1,1996 to 1992
90230,90230,1:1,1996 to 1992
90240,90240,1:1,1996 to 1992
90300,90300,1:1,1996 to 1992
90411,90411,1:1,1996 to 1992
90412,90412,1:1,1996 to 1992
90420,90420,1:1,1996 to 1992
90500,90500,1:1,1996 to 1992
90610,90610,1:1,1996 to 1992
90620,90620,1:1,1996 to 1992
90700,90700,1:1,1996 to 1992
90810,90810,1:1,1996 to 1992
90820,90820,1:1,1996 to 1992
90830,90830,1:1,1996 to 1992
90910,90910,1:1,1996 to 1992
90920,90920,1:1,1996 to 1992
90930,90930,1:1,1996 to 1992
90940,90940,1:1,1996 to 1992
90950,90950,1:1,1996 to 1992
91010,91010,1:1,1996 to 1992
91020,91020,1:1,1996 to 1992
91030,91030,1:1,1996 to 1992
91040,91040,1:1,1996 to 1992
91050,91050,1:1,1996 to 1992
91091,91091,1:1,1996 to 1992
91099,91099,1:1,1996 to 1992
100110,100110,1:1,1996 to 1992
100190,100190,1:1,1996 to 1992
100200,100200,1:1,1996 to 1992
100300,100300,1:1,1996 to 1992
100400,100400,1:1,1996 to 1992
100510,100510,1:1,1996 to 1992
100590,100590,1:1,1996 to 1992
100610,100610,1:1,1996 to 1992
100620,100620,1:1,1996 to 1992
100630,100630,1:1,1996 to 1992
100640,100640,1:1,1996 to 1992
100700,100700,1:1,1996 to 1992
100810,100810,1:1,1996 to 1992
100820,100820,1:1,1996 to 1992
100830,100830,1:1,1996 to 1992
100890,100890,1:1,1996 to 1992
110100,110100,1:1,1996 to 1992
110210,110210,1:1,1996 to 1992
110220,110220,1:1,1996 to 1992
110230,110230,1:1,1996 to 1992
110290,110290,1:1,1996 to 1992
110311,110311,1:1,1996 to 1992
110312,110312,1:1,1996 to 1992
110313,110313,1:1,1996 to 1992
110314,110314,1:1,1996 to 1992
110319,110319,1:1,1996 to 1992
110321,110321,1:1,1996 to 1992
110329,110329,1:1,1996 to 1992
110411,110411,1:1,1996 to 1992
110412,110412,1:1,1996 to 1992
110419,110419,1:1,1996 to 1992
110421,110421,1:1,1996 to 1992
110422,110422,1:1,1996 to 1992
110423,110423,1:1,1996 to 1992
110429,110429,1:1,1996 to 1992
110430,110430,1:1,1996 to 1992
110510,110510,1:1,1996 to 1992
110520,110520,1:1,1996 to 1992
110610,110610,1:1,1996 to 1992
110620,110620,1:1,1996 to 1992
110630,110630,1:1,1996 to 1992
110710,110710,1:1,1996 to 1992
110720,110720,1:1,1996 to 1992
110811,110811,1:1,1996 to 1992
110812,110812,1:1,1996 to 1992
110813,110813,1:1,1996 to 1992
110814,110814,1:1,1996 to 1992
110819,110819,1:1,1996 to 1992
110820,110820,1:1,1996 to 1992
110900,110900,1:1,1996 to 1992
120100,120100,1:1,1996 to 1992
120210,120210,1:1,1996 to 1992
120220,120220,1:1,1996 to 1992
120300,120300,1:1,1996 to 1992
120400,120400,1:1,1996 to 1992
120500,120500,1:1,1996 to 1992
120600,120600,1:1,1996 to 1992
120710,120710,1:1,1996 to 1992
120720,120720,1:1,1996 to 1992
120730,120730,1:1,1996 to 1992
120740,120740,1:1,1996 to 1992
120750,120750,1:1,1996 to 1992
120760,120760,1:1,1996 to 1992
120791,120791,1:1,1996 to 1992
120792,120792,1:1,1996 to 1992
120799,120799,1:1,1996 to 1992
120810,120810,1:1,1996 to 1992
120890,120890,1:1,1996 to 1992
120911,120911,1:1,1996 to 1992
120919,120919,1:1,1996 to 1992
120921,120921,1:1,1996 to 1992
120922,120922,1:1,1996 to 1992
120923,120923,1:1,1996 to 1992
120924,120924,1:1,1996 to 1992
120925,120925,1:1,1996 to 1992
120926,120926,1:1,1996 to 1992
120929,120929,1:1,1996 to 1992
120930,120930,1:1,1996 to 1992
120991,120991,1:1,1996 to 1992
120999,120999,1:1,1996 to 1992
121010,121010,1:1,1996 to 1992
121020,121020,1:1,1996 to 1992
121110,121110,1:1,1996 to 1992
121120,121120,1:1,1996 to 1992
121190,121190,1:1,1996 to 1992
121210,121210,1:1,1996 to 1992
121220,121220,n:n,1996 to 1992
121220,200899,n:n,1996 to 1992
121230,121230,1:1,1996 to 1992
121291,121291,1:1,1996 to 1992
121292,121292,1:1,1996 to 1992
121299,121299,1:1,1996 to 1992
121300,121300,1:1,1996 to 1992
121410,121410,1:1,1996 to 1992
121490,121490,1:1,1996 to 1992
130110,130110,1:1,1996 to 1992
130120,130120,1:1,1996 to 1992
130190,130190,1:1,1996 to 1992
130211,130211,n:1,1996 to 1992
130212,130212,n:1,1996 to 1992
130213,130213,n:1,1996 to 1992
130214,130214,n:1,1996 to 1992
130219,130219,n:n,1996 to 1992
130219,330190,n:n,1996 to 1992
130220,130220,1:1,1996 to 1992
130231,130231,1:1,1996 to 1992
130232,130232,1:1,1996 to 1992
130239,130239,1:1,1996 to 1992
140110,140110,1:1,1996 to 1992
140120,140120,1:1,1996 to 1992
140190,140190,1:1,1996 to 1992
140210,140210,1:1,1996 to 1992
140290,140291,1:n,1996 to 1992
140290,140299,1:n,1996 to 1992
140310,140310,1:1,1996 to 1992
140390,140390,1:1,1996 to 1992
140410,140410,1:1,1996 to 1992
140420,140420,1:1,1996 to 1992
140490,140490,1:1,1996 to 1992
150100,150100,1:1,1996 to 1992
150200,150200,1:1,1996 to 1992
150300,150300,1:1,1996 to 1992
150410,150410,1:1,1996 to 1992
150420,150420,1:1,1996 to 1992
150430,150430,1:1,1996 to 1992
150510,150510,1:1,1996 to 1992
150590,150590,1:1,1996 to 1992
150600,150600,1:1,1996 to 1992
150710,150710,1:1,1996 to 1992
150790,150790,1:1,1996 to 1992
150810,150810,1:1,1996 to 1992
150890,150890,1:1,1996 to 1992
150910,150910,1:1,1996 to 1992
150990,150990,1:1,1996 to 1992
151000,151000,1:1,1996 to 1992
151110,151110,1:1,1996 to 1992
151190,151190,1:1,1996 to 1992
151211,151211,1:1,1996 to 1992
151219,151219,1:1,1996 to 1992
151221,151221,1:1,1996 to 1992
151229,151229,1:1,1996 to 1992
151311,151311,1:1,1996 to 1992
151319,151319,1:1,1996 to 1992
151321,151321,1:1,1996 to 1992
151329,151329,1:1,1996 to 1992
151410,151410,1:1,1996 to 1992
151490,151490,1:1,1996 to 1992
151511,151511,1:1,1996 to 1992
151519,151519,1:1,1996 to 1992
151521,151521,1:1,1996 to 1992
151529,151529,1:1,1996 to 1992
151530,151530,1:1,1996 to 1992
151540,151540,1:1,1996 to 1992
151550,151550,1:1,1996 to 1992
151560,151560,1:1,1996 to 1992
151590,151590,1:1,1996 to 1992
151610,151610,1:1,1996 to 1992
151620,151620,1:1,1996 to 1992
151710,151710,1:1,1996 to 1992
151790,151790,1:1,1996 to 1992
151800,151800,1:1,1996 to 1992
152000,152010,1:1,1996 to 1992
152110,152110,1:1,1996 to 1992
152190,152190,1:1,1996 to 1992
152200,152200,1:1,1996 to 1992
160100,160100,1:1,1996 to 1992
160210,160210,1:1,1996 to 1992
160220,160220,1:1,1996 to 1992
160231,160231,1:1,1996 to 1992
160232,160239,n:1,1996 to 1992
160239,160239,n:1,1996 to 1992
160241,160241,1:1,1996 to 1992
160242,160242,1:1,1996 to 1992
160249,160249,1:1,1996 to 1992
160250,160250,1:1,1996 to 1992
160290,160290,1:1,1996 to 1992
160300,160300,1:1,1996 to 1992
160411,160411,1:1,1996 to 1992
160412,160412,1:1,1996 to 1992
160413,160413,1:1,1996 to 1992
160414,160414,1:1,1996 to 1992
160415,160415,1:1,1996 to 1992
160416,160416,1:1,1996 to 1992
160419,160419,1:1,1996 to 1992
160420,160420,1:1,1996 to 1992
160430,160430,1:1,1996 to 1992
160510,160510,1:1,1996 to 1992
160520,160520,1:1,1996 to 1992
160530,160530,1:1,1996 to 1992
160540,160540,1:1,1996 to 1992
160590,160590,1:1,1996 to 1992
170111,170111,1:1,1996 to 1992
170112,170112,1:1,1996 to 1992
170191,170191,1:1,1996 to 1992
170199,170199,1:1,1996 to 1992
170211,170210,n:1,1996 to 1992
170219,170210,n:1,1996 to 1992
170220,170220,1:1,1996 to 1992
170230,170230,1:1,1996 to 1992
170240,170240,1:1,1996 to 1992
170250,170250,1:1,1996 to 1992
170260,170260,1:1,1996 to 1992
170290,170290,1:1,1996 to 1992
170310,170310,1:1,1996 to 1992
170390,170390,1:1,1996 to 1992
170410,170410,1:1,1996 to 1992
170490,170490,1:1,1996 to 1992
180100,180100,1:1,1996 to 1992
180200,180200,1:1,1996 to 1992
180310,180310,1:1,1996 to 1992
180320,180320,1:1,1996 to 1992
180400,180400,1:1,1996 to 1992
180500,180500,1:1,1996 to 1992
180610,180610,1:1,1996 to 1992
180620,180620,1:1,1996 to 1992
180631,180631,1:1,1996 to 1992
180632,180632,1:1,1996 to 1992
180690,180690,n:n,1996 to 1992
180690,190110,n:n,1996 to 1992
180690,190120,n:n,1996 to 1992
180690,190190,n:n,1996 to 1992
180690,190410,n:n,1996 to 1992
180690,190490,n:n,1996 to 1992
190110,190110,n:1,1996 to 1992
190120,190120,n:1,1996 to 1992
190190,190190,n:1,1996 to 1992
190211,190211,1:1,1996 to 1992
190219,190219,1:1,1996 to 1992
190220,190220,1:1,1996 to 1992
190230,190230,1:1,1996 to 1992
190240,190240,1:1,1996 to 1992
190300,190300,1:1,1996 to 1992
190410,190410,n:1,1996 to 1992
190420,190410,n:n,1996 to 1992
190420,200892,n:n,1996 to 1992
190490,190490,n:1,1996 to 1992
190510,190510,1:1,1996 to 1992
190520,190520,1:1,1996 to 1992
190530,190530,1:1,1996 to 1992
190540,190540,1:1,1996 to 1992
190590,190590,1:1,1996 to 1992
200110,200110,1:1,1996 to 1992
200120,200120,1:1,1996 to 1992
200190,200190,1:1,1996 to 1992
200210,200210,1:1,1996 to 1992
200290,200290,1:1,1996 to 1992
200310,200310,1:1,1996 to 1992
200320,200320,1:1,1996 to 1992
200410,200410,1:1,1996 to 1992
200490,200490,n:1,1996 to 1992
200510,200510,1:1,1996 to 1992
200520,200520,1:1,1996 to 1992
200540,200540,n:1,1996 to 1992
200551,200551,n:1,1996 to 1992
200559,200559,n:1,1996 to 1992
200560,200560,n:1,1996 to 1992
200570,200570,n:1,1996 to 1992
200580,200580,n:1,1996 to 1992
200590,200530,n:n,1996 to 1992
200590,200590,n:n,1996 to 1992
200600,200490,n:n,1996 to 1992
200600,200540,n:n,1996 to 1992
200600,200551,n:n,1996 to 1992
200600,200559,n:n,1996 to 1992
200600,200560,n:n,1996 to 1992
200600,200570,n:n,1996 to 1992
200600,200580,n:n,1996 to 1992
200600,200590,n:n,1996 to 1992
200600,200600,n:n,1996 to 1992
200710,200710,1:1,1996 to 1992
200791,200791,1:1,1996 to 1992
200799,200799,1:1,1996 to 1992
200811,200811,1:1,1996 to 1992
200819,200819,1:1,1996 to 1992
200820,200820,1:1,1996 to 1992
200830,200830,1:1,1996 to 1992
200840,200840,1:1,1996 to 1992
200850,200850,1:1,1996 to 1992
200860,200860,1:1,1996 to 1992
200870,200870,1:1,1996 to 1992
200880,200880,1:1,1996 to 1992
200891,200891,1:1,1996 to 1992
200892,200892,n:1,1996 to 1992
200899,200899,n:1,1996 to 1992
200911,200911,1:1,1996 to 1992
200919,200919,1:1,1996 to 1992
200920,200920,1:1,1996 to 1992
200930,200930,1:1,1996 to 1992
200940,200940,1:1,1996 to 1992
200950,200950,1:1,1996 to 1992
200960,200960,1:1,1996 to 1992
200970,200970,1:1,1996 to 1992
200980,200980,1:1,1996 to 1992
200990,200990,1:1,1996 to 1992
210111,210110,n:1,1996 to 1992
210112,210110,n:1,1996 to 1992
210120,210120,1:1,1996 to 1992
210130,210130,1:1,1996 to 1992
210210,210210,1:1,1996 to 1992
210220,210220,1:1,1996 to 1992
210230,210230,1:1,1996 to 1992
210310,210310,1:1,1996 to 1992
210320,210320,1:1,1996 to 1992
210330,210330,1:1,1996 to 1992
210390,210390,1:1,1996 to 1992
210410,210410,1:1,1996 to 1992
210420,210420,1:1,1996 to 1992
210500,210500,1:1,1996 to 1992
210610,210610,1:1,1996 to 1992
210690,210690,n:n,1996 to 1992
210690,220810,n:n,1996 to 1992
220110,220110,1:1,1996 to 1992
220190,220190,1:1,1996 to 1992
220210,220210,1:1,1996 to 1992
220290,220290,1:1,1996 to 1992
220300,220300,1:1,1996 to 1992
220410,220410,1:1,1996 to 1992
220421,220421,1:1,1996 to 1992
220429,220429,1:1,1996 to 1992
220430,220430,1:1,1996 to 1992
220510,220510,1:1,1996 to 1992
220590,220590,1:1,1996 to 1992
220600,220600,1:1,1996 to 1992
220710,220710,1:1,1996 to 1992
220720,220720,1:1,1996 to 1992
220820,220820,1:1,1996 to 1992
220830,220830,1:1,1996 to 1992
220840,220840,1:1,1996 to 1992
220850,220850,1:1,1996 to 1992
220860,220890,n:1,1996 to 1992
220870,220890,n:1,1996 to 1992
220890,220890,n:1,1996 to 1992
220900,220900,1:1,1996 to 1992
230110,230110,1:1,1996 to 1992
230120,230120,1:1,1996 to 1992
230210,230210,1:1,1996 to 1992
230220,230220,1:1,1996 to 1992
230230,230230,1:1,1996 to 1992
230240,230240,1:1,1996 to 1992
230250,230250,1:1,1996 to 1992
230310,230310,1:1,1996 to 1992
230320,230320,1:1,1996 to 1992
230330,230330,1:1,1996 to 1992
230400,230400,1:1,1996 to 1992
230500,230500,1:1,1996 to 1992
230610,230610,1:1,1996 to 1992
230620,230620,1:1,1996 to 1992
230630,230630,1:1,1996 to 1992
230640,230640,1:1,1996 to 1992
230650,230650,1:1,1996 to 1992
230660,230660,1:1,1996 to 1992
230670,230690,n:1,1996 to 1992
230690,230690,n:1,1996 to 1992
230700,230700,1:1,1996 to 1992
230810,230810,1:1,1996 to 1992
230890,230890,1:1,1996 to 1992
230910,230910,1:1,1996 to 1992
230990,230990,1:1,1996 to 1992
240110,240110,1:1,1996 to 1992
240120,240120,1:1,1996 to 1992
240130,240130,1:1,1996 to 1992
240210,240210,1:1,1996 to 1992
240220,240220,1:1,1996 to 1992
240290,240290,1:1,1996 to 1992
240310,240310,1:1,1996 to 1992
240391,240391,1:1,1996 to 1992
240399,240399,1:1,1996 to 1992
250100,250100,1:1,1996 to 1992
250200,250200,1:1,1996 to 1992
250300,250310,1:n,1996 to 1992
250300,250390,1:n,1996 to 1992
250410,250410,1:1,1996 to 1992
250490,250490,1:1,1996 to 1992
250510,250510,1:1,1996 to 1992
250590,250590,1:1,1996 to 1992
250610,250610,1:1,1996 to 1992
250621,250621,1:1,1996 to 1992
250629,250629,1:1,1996 to 1992
250700,250700,1:1,1996 to 1992
250810,250810,1:1,1996 to 1992
250820,250820,1:1,1996 to 1992
250830,250830,1:1,1996 to 1992
250840,250840,1:1,1996 to 1992
250850,250850,1:1,1996 to 1992
250860,250860,1:1,1996 to 1992
250870,250870,1:1,1996 to 1992
250900,250900,1:1,1996 to 1992
251010,251010,1:1,1996 to 1992
251020,251020,1:1,1996 to 1992
251110,251110,1:1,1996 to 1992
251120,251120,1:1,1996 to 1992
251200,251200,1:1,1996 to 1992
251311,251311,1:1,1996 to 1992
251319,251319,1:1,1996 to 1992
251320,251321,1:n,1996 to 1992
251320,251329,1:n,1996 to 1992
251400,251400,1:1,1996 to 1992
251511,251511,1:1,1996 to 1992
251512,251512,1:1,1996 to 1992
251520,251520,1:1,1996 to 1992
251611,251611,1:1,1996 to 1992
251612,251612,1:1,1996 to 1992
251621,251621,1:1,1996 to 1992
251622,251622,1:1,1996 to 1992
251690,251690,1:1,1996 to 1992
251710,251710,1:1,1996 to 1992
